st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
IL,George W Lieb Elem School,173369003466,Ridgeland SD 122,1733690,Bridgeview,60455,Bridgeview,60455,Yes under Community Eligibility Option (CEO),387,,279
GA,George W. Hartmann Center,130351003700,Marietta City,1303510,Marietta,30060,Marietta,30060,Yes participating without using any Provision or the CEO,4,,
GA,George W. Whitlow Elementary,130222003853,Forsyth County,1302220,Cumming,30040,Cumming,30040,Yes participating without using any Provision or the CEO,1237,94,373
GA,George Washington Carver Freshman Campus,130135003323,Coffee County,1301350,Douglas,31533,Douglas,31533,Yes under Community Eligibility Option (CEO),546,230,423
IN,George Washington Carver School 87,180477002555,Indianapolis Public Schools,1804770,Indianapolis,46208,Indianapolis,46208,Yes under Community Eligibility Option (CEO),401,257,204
IL,George Washington Elem School,172640002814,Moline-Coal Valley CUSD 40,1726400,Moline,61265,Moline,61265,Yes participating without using any Provision or the CEO,311,,262
IL,George Washington Elem School,173084003217,Park Ridge CCSD 64,1730840,Park Ridge,60068,Park Ridge,60068,No,581,,
IN,George Washington Elementary Sch,180288000368,School City of East Chicago,1802880,East Chicago,46312,East Chicago,46312,Yes under Community Eligibility Option (CEO),413,406,280
IL,George Washington Elementary Sch,170651004253,Cook County SD 130,1706510,Alsip,60803,Alsip,60803,Yes under Community Eligibility Option (CEO),244,,209
IN,George Washington High School,180477001446,Indianapolis Public Schools,1804770,Indianapolis,46222,Indianapolis,46222,Yes under Community Eligibility Option (CEO),624,621,354
IL,Georgetown Elementary School,174169005294,Indian Prairie CUSD 204,1741690,Aurora,60504,Aurora,60504,Yes under Community Eligibility Option (CEO),432,,270
IN,Georgetown Elementary School,180741001267,New Albany-Floyd Co Con Sch,1807410,Georgetown,47122,Georgetown,47122,Yes participating without using any Provision or the CEO,679,160,187
GA,Georgetown Elementary School,130387001422,Muscogee County,1303870,Columbus,31907,Columbus,31907,Yes under Community Eligibility Option (CEO),411,224,411
ID,GEORGETOWN ELEMENTARY SCHOOL,160024000021,BEAR LAKE COUNTY DISTRICT,1600240,GEORGETOWN,83239,GEORGETOWN,83239,Yes participating without using any Provision or the CEO,86,6,38
IL,Georgetown Middle School,172892003034,N Pekin & Marquette Hght SD 102,1728920,Marquette Hts,61554,Marquette Hts,61554,Yes participating without using any Provision or the CEO,240,,128
GA,Georgetown School,130102000238,Savannah-Chatham County,1301020,Savannah,31419,Savannah,31419,Yes participating without using any Provision or the CEO,525,153,400
IL,Georgetown-Ridge Farm High School,170009205255,Georgetown-Ridge Farm CUD 4,1700092,Georgetown,61846,Georgetown,61846,Yes under Community Eligibility Option (CEO),240,,165
GA,Georgia Academy for the Blind,130025404331,State Schools,1300254,Macon,31204,Macon,31204,Yes under Provision 2,90,21,53
GA,Georgia Baptist Children's Home and Family Ministries,130228003651,Fulton County,1302280,Palmetto,30268,Palmetto,30268,Yes participating without using any Provision or the CEO,8,,
GA,Georgia Connections Academy (Virtual),130022704031,State Specialty Schools I- Georgia Connections Academy,1300227,Duluth,30097,Duluth,30097,Yes participating without using any Provision or the CEO,6939,2007,2931
GA,Georgia Cyber Academy (Virtual),130023204148,State Specialty Schools I- Georgia Cyber Academy,1300232,Atlanta,30349,Atlanta,30349,Yes participating without using any Provision or the CEO,9762,3,4609
GA,Georgia Fugees Academy Charter School,130026304378,State Specialty Schools II- Georgia Fugees Academy Charter,1300263,Atlanta,30340,Decatur,30033,Yes participating without using any Provision or the CEO,174,76,130
GA,Georgia School for Innovation and the Classics,130023804205,State Specialty Schools I- Georgia School for Innovation and,1300238,Hephzibah,30815,Hephzibah,30815,No,982,,
GA,Georgia School for the Deaf,130025404367,State Schools,1300254,Cave Spring,30124,Cave Spring,30124,Yes under Provision 2,62,18,44
IL,German Valley Grade School,171549001866,Forrestville Valley CUSD 221,1715490,Forreston,61030,Forreston,61030,Yes participating without using any Provision or the CEO,80,,27
IL,Germantown Elem School,171653001962,Germantown SD 60,1716530,Germantown,62245,Germantown,62245,Yes participating without using any Provision or the CEO,246,,44
IL,Germantown Hills Elementary Sch,171656004398,Germantown Hills SD 69,1716560,Germantown Hills,61548,Germantown Hills,61548,Yes participating without using any Provision or the CEO,466,,76
IL,Germantown Hills Middle School,171656005639,Germantown Hills SD 69,1716560,Germantown Hills,61548,Germantown Hills,61548,Yes participating without using any Provision or the CEO,372,,53
IL,Giant City Elem School,171659001964,Giant City CCSD 130,1716590,Carbondale,62902,Carbondale,62902,Yes participating without using any Provision or the CEO,242,,94
IN,Gibson Southern High School,181035001688,South Gibson School Corporation,1810350,Fort Branch,47648,Fort Branch,47648,Yes participating without using any Provision or the CEO,771,182,204
IL,Gifford Grade School,171665001969,Gifford CCSD 188,1716650,Gifford,61847,Gifford,61847,Yes participating without using any Provision or the CEO,161,,53
GA,Gilbert Elementary School,130537001051,Walker County,1305370,La Fayette,30728,La Fayette,30728,Yes participating without using any Provision or the CEO,510,174,451
IL,Gilberts Elem Sch,170855005956,CUSD 300,1708550,Gilberts,60136,Gilberts,60136,Yes participating without using any Provision or the CEO,706,,171
IL,Gillespie Elem School,170993000816,Chicago Public Schools Dist 299,1709930,Chicago,60619,Chicago,60619,Yes under Community Eligibility Option (CEO),342,,291
IL,Gillespie High School,171668001971,Gillespie CUSD 7,1716680,Gillespie,62033,Gillespie,62033,Yes under Community Eligibility Option (CEO),330,,206
IL,Gillespie Middle School,171668000560,Gillespie CUSD 7,1716680,Gillespie,62033,Gillespie,62033,Yes under Community Eligibility Option (CEO),262,,261
GA,Gilmer High School,130234001053,Gilmer County,1302340,Ellijay,30540,Ellijay,30540,Yes participating without using any Provision or the CEO,1238,281,827
IL,Gilson Brown Elem School,170360000037,Alton CUSD 11,1703600,Godfrey,62035,Godfrey,62035,Yes under Community Eligibility Option (CEO),186,,112
IL,Glacier Ridge Elementary School,171135004457,Crystal Lake CCSD 47,1711350,Crystal Lake,60014,Crystal Lake,60014,Yes participating without using any Provision or the CEO,391,,109
IL,Glacier Ridge Prek,171135006785,Crystal Lake CCSD 47,1711350,Crystal Lake,60014,Crystal Lake,60014,No,0,,
GA,Gladden Middle School,130384001386,Murray County,1303840,Chatsworth,30705,Chatsworth,30705,Yes participating without using any Provision or the CEO,505,170,410
IL,Gladness V Player ECC,170717006392,Indian Springs SD 109,1707170,Justice,60458,Justice,60458,No,185,,
GA,Glanton Elementary,130150003329,Coweta County,1301500,Grantville,30220,Grantville,30220,Yes participating without using any Provision or the CEO,250,81,191
GA,Glanton-Hindsman Elementary,130084003303,Carroll County,1300840,Villa Rica,30180,Villa Rica,30180,Yes participating without using any Provision or the CEO,655,214,520
GA,Glascock County Elementary School,130237004318,Glascock County,1302370,Gibson,30810,Gibson,30810,Yes participating without using any Provision or the CEO,272,54,175
GA,Glascock County Middle/High School,130237001055,Glascock County,1302370,Gibson,30810,Gibson,30810,Yes participating without using any Provision or the CEO,295,50,174
IN,Glen Acres Elementary School,180540000965,Lafayette School Corporation,1805400,Lafayette,47905,Lafayette,47905,Yes under Community Eligibility Option (CEO),542,442,388
IL,Glen Carbon Elem School,171353001641,Edwardsville CUSD 7,1713530,Glen Carbon,62034,Glen Carbon,62034,Yes participating without using any Provision or the CEO,337,,60
IL,Glen Crest Middle School,174050004078,CCSD 89,1740500,Glen Ellyn,60137,Glen Ellyn,60137,Yes participating without using any Provision or the CEO,701,,173
IL,Glen Flora Elem School,174125004126,Waukegan CUSD 60,1741250,Waukegan,60085,Waukegan,60085,Yes under Community Eligibility Option (CEO),458,,372
IL,Glen Grove Elem School,171692001998,Glenview CCSD 34,1716920,Glenview,60025,Glenview,60025,Yes participating without using any Provision or the CEO,427,,126
IL,Glen Hill Elementary School,173297006136,Queen Bee SD 16,1732970,Glendale Heights,60139,Glendale Heights,60139,Yes participating without using any Provision or the CEO,411,,240
IL,Glen Oak Comm Learning Cntr,173123003262,Peoria SD 150,1731230,Peoria,61603,Peoria,61603,Yes under Community Eligibility Option (CEO),637,,581
IL,Glen Oaks Elem School,172889003028,North Palos SD 117,1728890,Hickory Hills,60457,Hickory Hills,60457,Yes under Community Eligibility Option (CEO),645,,397
IN,Glen Park Acad for Excel in Lrn,180387002102,Gary Community School Corp,1803870,Gary,46408,Gary,46408,Yes under Community Eligibility Option (CEO),533,530,289
IL,Glenbard East High School,171683001988,Glenbard Twp HSD 87,1716830,Lombard,60148,Lombard,60148,Yes participating without using any Provision or the CEO,2264,,1095
IL,Glenbard North High School,171683001989,Glenbard Twp HSD 87,1716830,Carol Stream,60188,Carol Stream,60188,Yes participating without using any Provision or the CEO,2143,,961
IL,Glenbard South High School,171683001990,Glenbard Twp HSD 87,1716830,Glen Ellyn,60137,Glen Ellyn,60137,Yes participating without using any Provision or the CEO,1027,,299
IL,Glenbard West High School,171683001991,Glenbard Twp HSD 87,1716830,Glen Ellyn,60137,Glen Ellyn,60137,Yes participating without using any Provision or the CEO,2313,,703
IL,Glenbrook Elem School,171371001677,SD U-46,1713710,Streamwood,60107,Streamwood,60107,Yes under Community Eligibility Option (CEO),440,,233
IL,Glenbrook Evening High School,172901005045,Glenbrook HSD 225,1729010,Glenview,60026,Glenview,60026,No,0,,
IL,Glenbrook North High School,172901003042,Glenbrook HSD 225,1729010,Northbrook,60062,Northbrook,60062,No,2077,,
IL,Glenbrook Off Campus,172901005784,Glenbrook HSD 225,1729010,Glenview,60026,Glenview,60026,No,0,,
IL,Glenbrook South High School,172901003043,Glenbrook HSD 225,1729010,Glenview,60026,Glenview,60026,No,3015,,
IL,Glendale Elem School,171324001571,East Peoria SD 86,1713240,East Peoria,61611,East Peoria,61611,Yes under Community Eligibility Option (CEO),155,,89
IL,Glenn Elem School,172862003000,McLean County USD 5,1728620,Normal,61761,Normal,61761,Yes participating without using any Provision or the CEO,245,,113
GA,Glenn Hills Elementary School,130438001550,Richmond County,1304380,Augusta,30906,Augusta,30906,Yes under Community Eligibility Option (CEO),432,209,432
GA,Glenn Hills High School,130438001536,Richmond County,1304380,Augusta,30906,Augusta,30906,Yes under Community Eligibility Option (CEO),852,435,852
GA,Glenn Hills Middle School,130438001817,Richmond County,1304380,Augusta,30906,Augusta,30906,Yes under Community Eligibility Option (CEO),744,467,744
IL,Glenn Raymond School,172017006829,Iroquois County CUSD 9,1720170,Watseka,60970,Watseka,60970,Yes under Community Eligibility Option (CEO),297,,211
IL,Glenn Westlake Middle School,172346000104,Lombard SD 44,1723460,Lombard,60148,Lombard,60148,Yes participating without using any Provision or the CEO,967,,292
ID,GLENNS FERRY ELEMENTARY SCHOOL,160123000219,GLENNS FERRY JOINT DISTRICT,1601230,GLENNS FERRY,83623,GLENNS FERRY,83623,Yes participating without using any Provision or the CEO,152,31,80
ID,GLENNS FERRY HIGH SCHOOL,160123000220,GLENNS FERRY JOINT DISTRICT,1601230,GLENNS FERRY,83623,GLENNS FERRY,83623,Yes participating without using any Provision or the CEO,127,15,41
ID,GLENNS FERRY MIDDLE SCHOOL,160123000744,GLENNS FERRY JOINT DISTRICT,1601230,GLENNS FERRY,83623,GLENNS FERRY,83623,Yes participating without using any Provision or the CEO,84,20,44
IN,Glenns Valley Elementary School,180882001459,Perry Township Schools,1808820,Indianapolis,46217,Indianapolis,46217,Yes under Community Eligibility Option (CEO),528,455,355
GA,Glennwood Elementary School,130168004028,City Schools of Decatur,1301680,Decatur,30030,Decatur,30030,Yes participating without using any Provision or the CEO,199,28,41
IL,Glenside Middle School,173297003415,Queen Bee SD 16,1732970,Glendale Heights,60139,Glendale Heights,60139,Yes participating without using any Provision or the CEO,768,,429
IL,Glenview Middle School,171317001561,East Moline SD 37,1713170,East Moline,61244,East Moline,61244,Yes under Community Eligibility Option (CEO),1112,,1109
IL,Glenwood Elementary School,174125004127,Waukegan CUSD 60,1741250,Waukegan,60085,Waukegan,60085,Yes under Community Eligibility Option (CEO),588,,437
IL,Glenwood Elementary School,170492006196,Ball Chatham CUSD 5,1704920,Chatham,62629,Chatham,62629,Yes participating without using any Provision or the CEO,609,,147
IL,Glenwood High School,170492000184,Ball Chatham CUSD 5,1704920,Chatham,62629,Chatham,62629,No,1468,,
IL,Glenwood Intermediate Sch,170492004497,Ball Chatham CUSD 5,1704920,Chatham,62629,Chatham,62629,Yes participating without using any Provision or the CEO,686,,164
IN,Glenwood Leadership Academy,180345000467,Evansville Vanderburgh School Corp,1803450,Evansville,47713,Evansville,47713,Yes under Community Eligibility Option (CEO),443,410,360
IL,Glenwood Middle School,170492000185,Ball Chatham CUSD 5,1704920,Chatham,62629,Chatham,62629,Yes participating without using any Provision or the CEO,771,,187
IN,Glenwood Park Elementary School,180363000529,Fort Wayne Community Schools,1803630,Fort Wayne,46815,Fort Wayne,46815,Yes under Community Eligibility Option (CEO),553,375,359
GA,Global Impact Academy,130228004411,Fulton County,1302280,Fairburn,30213,Fairburn,30213,Yes participating without using any Provision or the CEO,547,96,337
IN,Global Preparatory Academy,180017002610,Global Preparatory Academy,1800170,Indianapolis,46202,Indianapolis,46202,Yes under Community Eligibility Option (CEO),701,561,495
GA,GLOBE Academy Charter School I,130174004142,DeKalb County,1301740,Atlanta,30345,Atlanta,30345,Yes participating without using any Provision or the CEO,1036,92,326
GA,Glyndale Elementary School,130240001056,Glynn County,1302400,Brunswick,31525,Brunswick,31525,Yes participating without using any Provision or the CEO,593,237,504
GA,Glynn Academy,130240001065,Glynn County,1302400,Brunswick,31520,Brunswick,31520,Yes participating without using any Provision or the CEO,1820,343,887
GA,Glynn Middle,130240001064,Glynn County,1302400,Brunswick,31520,Brunswick,31520,Yes participating without using any Provision or the CEO,756,218,434
GA,Godley Station School,130102003972,Savannah-Chatham County,1301020,Savannah,31407,Savannah,31407,Yes participating without using any Provision or the CEO,1133,197,627
IL,Goethe Elem School,170993000794,Chicago Public Schools Dist 299,1709930,Chicago,60647,Chicago,60647,Yes under Community Eligibility Option (CEO),731,,351
IN,Gold Academy,180264002111,MSD Decatur Township,1802640,Indianapolis,46221,Indianapolis,46221,Yes participating without using any Provision or the CEO,534,394,417
IN,Golden Bear Preschool,181014002687,Shelbyville Central Schools,1810140,Shelbyville,46176,Shelbyville,46176,Yes participating without using any Provision or the CEO,328,213,107
GA,Golden Isles Elementary School,130240002080,Glynn County,1302400,Brunswick,31525,Brunswick,31525,Yes participating without using any Provision or the CEO,634,230,511
IL,Golf Middle School,172682002867,Golf ESD 67,1726820,Morton Grove,60053,Morton Grove,60053,Yes participating without using any Provision or the CEO,327,,119
IL,Golfview Elem School,170855000483,CUSD 300,1708550,Carpentersville,60110,Carpentersville,60110,Yes under Community Eligibility Option (CEO),393,,316
